category,kcd7,kor_name,eng_name,kcd8
세세,S65.54,"기타 손가락의 혈관의 손상, 외상성 (동정맥)누공","Injury of blood vessel(s) of other finger, traumatic fistula (arteriovenous)",S65.5
세세,S65.55,"기타 손가락의 혈관의 손상, 외상성 동맥혈종","Injury of blood vessel(s) of other finger, traumatic arterial haematoma",S65.5
세세,S65.56,"기타 손가락의 혈관의 손상, 외상성 파열","Injury of blood vessel(s) of other finger, traumatic rupture",S65.5
세세,S65.58,"기타 손가락의 혈관의 손상, 기타 및 상세불명의 손상","Injury of blood vessel(s) of other finger, other and unspecified injuries",S65.5
세세,S65.80,"손목 및 손 부위의 기타 혈관손상, 찢김","Injury of other blood vessels at wrist and hand level, avulsion",S65.8
세세,S65.81,"손목 및 손 부위의 기타 혈관손상, 절단","Injury of other blood vessels at wrist and hand level, cut",S65.8
세세,S65.82,"손목 및 손 부위의 기타 혈관손상, 열상","Injury of other blood vessels at wrist and hand level, laceration",S65.8
세세,S65.83,"손목 및 손 부위의 기타 혈관손상, 외상성 동맥류","Injury of other blood vessels at wrist and hand level, traumatic aneurysm",S65.8
세세,S65.84,"손목 및 손 부위의 기타 혈관손상, 외상성 (동정맥)누공","Injury of other blood vessels at wrist and hand level, traumatic fistula (arteriovenous)",S65.8
세세,S65.85,"손목 및 손 부위의 기타 혈관손상, 외상성 동맥혈종","Injury of other blood vessels at wrist and hand level, traumatic arterial haematoma",S65.8
세세,S65.86,"손목 및 손 부위의 기타 혈관손상, 외상성 파열","Injury of other blood vessels at wrist and hand level, traumatic rupture",S65.8
세세,S65.88,"손목 및 손 부위의 기타 혈관손상, 기타 및 상세불명의 손상","Injury of other blood vessels at wrist and hand level, other and unspecified injuries",S65.8
세세,S65.90,"손목 및 손 부위의 상세불명 혈관손상, 찢김","Injury of unspecified blood vessel at wrist and hand level, avulsion",S65.9
세세,S65.91,"손목 및 손 부위의 상세불명 혈관손상, 절단","Injury of unspecified blood vessel at wrist and hand level, cut",S65.9
세세,S65.92,"손목 및 손 부위의 상세불명 혈관손상, 열상","Injury of unspecified blood vessel at wrist and hand level, laceration",S65.9
세세,S65.93,"손목 및 손 부위의 상세불명 혈관손상, 외상성 동맥류","Injury of unspecified blood vessel at wrist and hand level, traumatic aneurysm",S65.9
세세,S65.94,"손목 및 손 부위의 상세불명 혈관손상, 외상성 (동정맥)누공","Injury of unspecified blood vessel at wrist and hand level, traumatic fistula (arteriovenous)",S65.9
세세,S65.95,"손목 및 손 부위의 상세불명 혈관손상, 외상성 동맥혈종","Injury of unspecified blood vessel at wrist and hand level, traumatic arterial haematoma",S65.9
세세,S65.96,"손목 및 손 부위의 상세불명 혈관손상, 외상성 파열","Injury of unspecified blood vessel at wrist and hand level, traumatic rupture",S65.9
세세,S65.98,"손목 및 손 부위의 상세불명 혈관손상, 기타 및 상세불명의 손상","Injury of unspecified blood vessel at wrist and hand level, other and unspecified injuries",S65.9
세세,S70.80,"엉덩이 및 대퇴의 기타 표재성 손상, 박리, 찰과상","Other superficial injuries of hip and thigh, abrasion",S70.8
세세,S70.81,"엉덩이 및 대퇴의 기타 표재성 손상, 수포","Other superficial injuries of hip and thigh, blister",S70.8
세세,S70.82,"엉덩이 및 대퇴의 기타 표재성 손상, 곤충물림(비독액성)","Other superficial injuries of hip and thigh, insect bite (nonvenomous)",S70.8
세세,S70.83,"엉덩이 및 대퇴의 기타 표재성 손상, 표재성 이물(파편)","Other superficial injuries of hip and thigh, superficial foreign body (splinter)",S70.8
세세,S70.88,"엉덩이 및 대퇴의 기타 표재성 손상, 기타 손상","Other superficial injuries of hip and thigh, other injury",S70.8
세세,S72.02,대퇴골의 관절속구역의 골절,Fracture of intracapsular section of femur,S72.08
세세세,S72.020,"대퇴골의 관절속구역의 골절, 폐쇄성","Fracture of intracapsular section of femur, closed",S72.080
세세세,S72.021,"대퇴골의 관절속구역의 골절, 개방성","Fracture of intracapsular section of femur, open",S72.081
세세,S72.03,대퇴골 상골단의 (분리)골절,Fracture of upper epiphysis (separation) of femur,S72.08
세세세,S72.030,"대퇴골 상골단의 (분리)골절, 폐쇄성","Fracture of upper epiphysis (separation) of femur, closed",S72.080
세세세,S72.031,"대퇴골 상골단의 (분리)골절, 개방성","Fracture of upper epiphysis (separation) of femur, open",S72.081
세세,S72.04,대퇴골 골두하구역의 골절,Fracture of subcapital section of femur,S72.08
세세세,S72.040,"대퇴골 골두하구역의 골절, 폐쇄성","Fracture of subcapital section of femur, closed",S72.080
세세세,S72.041,"대퇴골 골두하구역의 골절, 개방성","Fracture of subcapital section of femur, open",S72.081
세세,S72.05,대퇴골 중경부구역의 골절,Fracture of midcervical section of femur,S72.08
세세세,S72.050,"대퇴골 중경부 구역의 골절, 폐쇄성","Fracture of midcervical section of femur, closed",S72.080
세세세,S72.051,"대퇴골 중경부 구역의 골절, 개방성","Fracture of midcervical section of femur, open",S72.081
세세,S72.42,대퇴골 관절융기의 골절,Fracture of femoral condyle,S72.4
세세세,S72.420,"대퇴골 관절융기의 골절, 폐쇄성","Fracture of femoral condyle, closed",S72.40
세세세,S72.421,"대퇴골 관절융기의 골절, 개방성","Fracture of femoral condyle, open",S72.41
세세,S72.43,대퇴골 하골단의 (분리)골절,Fracture of lower epiphysis (separation) of femur,S72.4
세세세,S72.430,"대퇴골 하골단의 (분리)골절, 폐쇄성","Fracture of lower epiphysis (separation) of femur, closed",S72.40
세세세,S72.431,"대퇴골 하골단의 (분리)골절, 개방성","Fracture of lower epiphysis (separation) of femur, open",S72.41
세세,S72.44,대퇴골의 관절융기위골절,Supracondylar fracture of femur,S72.4
세세세,S72.440,"대퇴골의 관절융기위골절, 폐쇄성","Supracondylar fracture of femur, closed",S72.40
세세세,S72.441,"대퇴골의 관절융기위골절, 개방성","Supracondylar fracture of femur, open",S72.41
세세,S72.45,대퇴골의 관절융기간골절,Intercondylar fracture of femur,S72.4
세세세,S72.450,"대퇴골의 관절융기간골절, 폐쇄성","Intercondylar fracture of femur, closed",S72.40
세세세,S72.451,"대퇴골의 관절융기간골절, 개방성","Intercondylar fracture of femur, open",S72.41
세세,S72.49,대퇴골 하단의 상세불명 부분의 골절,"Fracture of lower end of femur, part unspecified",S72.4
세세세,S72.490,"대퇴골 하단의 상세불명 부분의 골절, 폐쇄성","Fracture of lower end of femur, part unspecified, closed",S72.40
세세세,S72.491,"대퇴골 하단의 상세불명 부분의 골절, 개방성","Fracture of lower end of femur, part unspecified, open",S72.41
세세,S73.00,고관절의 후탈구,Posterior dislocation of hip,S73.0
세세,S73.01,고관절의 폐쇄근탈구,Obturator dislocation of hip,S73.0
세세,S73.08,고관절의 기타 전탈구,Other anterior dislocation of hip,S73.0
세세,S73.09,고관절의 상세불명 탈구,Unspecified dislocation of hip,S73.0
세세,S75.00,"대퇴동맥의 손상, 찢김","Injury of femoral artery, avulsion",S75.0
세세,S75.01,"대퇴동맥의 손상, 절단","Injury of femoral artery, cut",S75.0
세세,S75.02,"대퇴동맥의 손상, 열상","Injury of femoral artery, laceration",S75.0
세세,S75.03,"대퇴동맥의 손상, 외상성 동맥류","Injury of femoral artery, traumatic aneurysm",S75.0
세세,S75.04,"대퇴동맥의 손상, 외상성 (동정맥)누공","Injury of femoral artery, traumatic fistula (arteriovenous)",S75.0
세세,S75.05,"대퇴동맥의 손상, 외상성 동맥혈종","Injury of femoral artery, traumatic arterial haematoma",S75.0
세세,S75.06,"대퇴동맥의 손상, 외상성 파열","Injury of femoral artery, traumatic rupture",S75.0
세세,S75.08,"대퇴동맥의 손상, 기타 및 상세불명의 손상","Injury of femoral artery, other and unspecified injuries",S75.0
세세,S75.10,"엉덩이 및 대퇴 부위의 대퇴정맥의 손상, 찢김","Injury of femoral vein at hip and thigh level, avulsion",S75.1
세세,S75.11,"엉덩이 및 대퇴 부위의 대퇴정맥의 손상, 절단","Injury of femoral vein at hip and thigh level, cut",S75.1
세세,S75.12,"엉덩이 및 대퇴 부위의 대퇴정맥의 손상, 열상","Injury of femoral vein at hip and thigh level, laceration",S75.1
세세,S75.16,"엉덩이 및 대퇴 부위의 대퇴정맥의 손상, 외상성 파열","Injury of femoral vein at hip and thigh level, traumatic rupture",S75.1
세세,S75.18,"엉덩이 및 대퇴 부위의 대퇴정맥의 손상, 기타 및 상세불명의 손상","Injury of femoral vein at hip and thigh level, other and unspecified injuries",S75.1
세세,S75.20,"엉덩이 및 대퇴 부위의 대복재정맥의 손상, 찢김","Injury of greater saphenous vein at hip and thigh level, avulsion",S75.2
세세,S75.21,"엉덩이 및 대퇴 부위의 대복재정맥의 손상, 절단","Injury of greater saphenous vein at hip and thigh level, cut",S75.2
세세,S75.22,"엉덩이 및 대퇴 부위의 대복재정맥의 손상, 열상","Injury of greater saphenous vein at hip and thigh level, laceration",S75.2
세세,S75.26,"엉덩이 및 대퇴 부위의 대복재정맥의 손상, 외상성 파열","Injury of greater saphenous vein at hip and thigh level, traumatic rupture",S75.2
세세,S75.28,"엉덩이 및 대퇴 부위의 대복재정맥의 손상, 기타 및 상세불명의 손상","Injury of greater saphenous vein at hip and thigh level, other and unspecified injuries",S75.2
세세,S75.80,"엉덩이 및 대퇴 부위의 기타 혈관손상, 찢김","Injury of other blood vessels at hip and thigh level, avulsion",S75.8
세세,S75.81,"엉덩이 및 대퇴 부위의 기타 혈관손상, 절단","Injury of other blood vessels at hip and thigh level, cut",S75.8
세세,S75.82,"엉덩이 및 대퇴 부위의 기타 혈관손상, 열상","Injury of other blood vessels at hip and thigh level, laceration",S75.8
세세,S75.83,"엉덩이 및 대퇴 부위의 기타 혈관손상, 외상성 동맥류","Injury of other blood vessels at hip and thigh level, traumatic aneurysm",S75.8
세세,S75.84,"엉덩이 및 대퇴 부위의 기타 혈관손상, 외상성 (동정맥)누공","Injury of other blood vessels at hip and thigh level, traumatic fistula (arteriovenous)",S75.8
세세,S75.85,"엉덩이 및 대퇴 부위의 기타 혈관손상, 외상성 동맥혈종","Injury of other blood vessels at hip and thigh level, traumatic arterial haematoma",S75.8
세세,S75.86,"엉덩이 및 대퇴 부위의 기타 혈관손상, 외상성 파열","Injury of other blood vessels at hip and thigh level, traumatic rupture",S75.8
세세,S75.88,"엉덩이 및 대퇴 부위의 기타 혈관손상, 기타 및 상세불명의 손상","Injury of other blood vessels at hip and thigh level, other and unspecified injuries",S75.8
세세,S75.90,"엉덩이 및 대퇴 부위의 상세불명 혈관손상, 찢김","Injury of unspecified blood vessel at hip and thigh level, avulsion",S75.9
세세,S75.91,"엉덩이 및 대퇴 부위의 상세불명 혈관손상, 절단","Injury of unspecified blood vessel at hip and thigh level, cut",S75.9
세세,S75.92,"엉덩이 및 대퇴 부위의 상세불명 혈관손상, 열상","Injury of unspecified blood vessel at hip and thigh level, laceration",S75.9
세세,S75.93,"엉덩이 및 대퇴 부위의 상세불명 혈관손상, 외상성 동맥류","Injury of unspecified blood vessel at hip and thigh level, traumatic aneurysm",S75.9
세세,S75.94,"엉덩이 및 대퇴 부위의 상세불명 혈관손상, 외상성 (동정맥)누공","Injury of unspecified blood vessel at hip and thigh level, traumatic fistula (arteriovenous)",S75.9
세세,S75.95,"엉덩이 및 대퇴 부위의 상세불명 혈관손상, 외상성 동맥혈종","Injury of unspecified blood vessel at hip and thigh level, traumatic arterial haematoma",S75.9
세세,S75.96,"엉덩이 및 대퇴 부위의 상세불명 혈관손상, 외상성 파열","Injury of unspecified blood vessel at hip and thigh level, traumatic rupture",S75.9
세세,S75.98,"엉덩이 및 대퇴 부위의 상세불명 혈관손상, 기타 및 상세불명의 손상","Injury of unspecified blood vessel at hip and thigh level, other and unspecified injuries",S75.9
세세,S80.80,"아래다리의 기타 표재성 손상, 박리, 찰과상","Other superficial injuries of lower leg, abrasion",S80.8
세세,S80.81,"아래다리의 기타 표재성 손상, 수포","Other superficial injuries of lower leg, blister",S80.8
세세,S80.82,"아래다리의 기타 표재성 손상, 곤충물림(비독액성)","Other superficial injuries of lower leg, insect bite (nonvenomous)",S80.8
세세,S80.83,"아래다리의 기타 표재성 손상, 표재성 이물(파편)","Other superficial injuries of lower leg, superficial foreign body (splinter)",S80.8
세세,S80.88,"아래다리의 기타 표재성 손상, 기타 손상","Other superficial injuries of lower leg, other injury",S80.8
세세,S82.49,비골의 상세불명 부분의 골절,"Fracture of fibula, part unspecified",S82.48
세세세,S82.490,"상세불명의 비골 부분의 골절, 폐쇄성","Fracture of fibula, part unspecified, closed",S82.480
세세세,S82.491,"상세불명의 비골 부분의 골절, 개방성","Fracture of fibula, part unspecified, open",S82.481
세세,S83.10,"경골의 전탈구, 근위단","Anterior dislocation of tibia, proximal end",S83.1
세세,S83.11,"경골의 후탈구, 근위단","Posterior dislocation of tibia, proximal end",S83.1
세세,S83.12,"경골의 내측탈구, 근위단","Medial dislocation of tibia, proximal end",S83.1
세세,S83.13,"경골의 외측탈구, 근위단","Lateral dislocation of tibia, proximal end",S83.1
세세,S83.18,무릎의 기타 탈구,Other dislocation of knee,S83.1
세세,S83.19,무릎의 상세불명 탈구,"Dislocation of knee, unspecified",S83.1
세세,S85.00,"오금동맥의 손상, 찢김","Injury of popliteal artery, avulsion",S85.0
세세,S85.01,"오금동맥의 손상, 절단","Injury of popliteal artery, cut",S85.0
세세,S85.02,"오금동맥의 손상, 열상","Injury of popliteal artery, laceration",S85.0
세세,S85.03,"오금동맥의 손상, 외상성 동맥류","Injury of popliteal artery, traumatic aneurysm",S85.0
세세,S85.04,"오금동맥의 손상, 외상성 (동정맥)누공","Injury of popliteal artery, traumatic fistula (arteriovenous)",S85.0
세세,S85.05,"오금동맥의 손상, 외상성 동맥혈종","Injury of popliteal artery, traumatic arterial haematoma",S85.0
세세,S85.06,"오금동맥의 손상, 외상성 파열","Injury of popliteal artery, traumatic rupture",S85.0
세세,S85.08,"오금동맥의 손상, 기타 및 상세불명의 손상","Injury of popliteal artery, other and unspecified injuries",S85.0
세세,S85.10,"(전)(후)경골동맥의 손상, 찢김","Injury of (anterior)(posterior) tibial artery, avulsion",S85.1
세세,S85.11,"(전)(후)경골동맥의 손상, 절단","Injury of (anterior)(posterior) tibial artery, cut",S85.1
세세,S85.12,"(전)(후)경골동맥의 손상, 열상","Injury of (anterior)(posterior) tibial artery, laceration",S85.1
세세,S85.13,"(전)(후)경골동맥의 손상, 외상성 동맥류","Injury of (anterior)(posterior) tibial artery, traumatic aneurysm",S85.1
세세,S85.14,"(전)(후)경골동맥의 손상, 외상성 (동정맥)누공","Injury of (anterior)(posterior) tibial artery, traumatic fistula (arteriovenous)",S85.1
세세,S85.15,"(전)(후)경골동맥의 손상, 외상성 동맥혈종","Injury of (anterior)(posterior) tibial artery, traumatic arterial haematoma",S85.1
세세,S85.16,"(전)(후)경골동맥의 손상, 외상성 파열","Injury of (anterior)(posterior) tibial artery, traumatic rupture",S85.1
세세,S85.18,"(전)(후)경골동맥의 손상, 기타 및 상세불명의 손상","Injury of (anterior)(posterior) tibial artery, other and unspecified injuries",S85.1
세세,S85.20,"비골동맥의 손상, 찢김","Injury of peroneal artery, avulsion",S85.2
세세,S85.21,"비골동맥의 손상, 절단","Injury of peroneal artery, cut",S85.2
세세,S85.22,"비골동맥의 손상, 열상","Injury of peroneal artery, laceration",S85.2
세세,S85.23,"비골동맥의 손상, 외상성 동맥류","Injury of peroneal artery, traumatic aneurysm",S85.2
세세,S85.24,"비골동맥의 손상, 외상성 (동정맥)누공","Injury of peroneal artery, traumatic fistula (arteriovenous)",S85.2
세세,S85.25,"비골동맥의 손상, 외상성 동맥혈종","Injury of peroneal artery, traumatic arterial haematoma",S85.2
세세,S85.26,"비골동맥의 손상, 외상성 파열","Injury of peroneal artery, traumatic rupture",S85.2
세세,S85.28,"비골동맥의 손상, 기타 및 상세불명의 손상","Injury of peroneal artery, other and unspecified injuries",S85.2
세세,S85.30,"아래다리 부위의 대복재정맥의 손상, 찢김","Injury of greater saphenous vein at lower leg level, avulsion",S85.3
세세,S85.31,"아래다리 부위의 대복재정맥의 손상, 절단","Injury of greater saphenous vein at lower leg level, cut",S85.3
세세,S85.32,"아래다리 부위의 대복재정맥의 손상, 열상","Injury of greater saphenous vein at lower leg level, laceration",S85.3
세세,S85.36,"아래다리 부위의 대복재정맥의 손상, 외상성 파열","Injury of greater saphenous vein at lower leg level, traumatic rupture",S85.3
세세,S85.38,"아래다리 부위의 대복재정맥의 손상, 기타 및 상세불명의 손상","Injury of greater saphenous vein at lower leg level, other and unspecified injuries",S85.3
세세,S85.40,"아래다리 부위의 소복재정맥의 손상, 찢김","Injury of lesser saphenous vein at lower leg level, avulsion",S85.4
세세,S85.41,"아래다리 부위의 소복재정맥의 손상, 절단","Injury of lesser saphenous vein at lower leg level, cut",S85.4
세세,S85.42,"아래다리 부위의 소복재정맥의 손상, 열상","Injury of lesser saphenous vein at lower leg level, laceration",S85.4
세세,S85.46,"아래다리 부위의 소복재정맥의 손상, 외상성 파열","Injury of lesser saphenous vein at lower leg level, traumatic rupture",S85.4
세세,S85.48,"아래다리 부위의 소복재정맥의 손상, 기타 및 상세불명의 손상","Injury of lesser saphenous vein at lower leg level, other and unspecified injuries",S85.4
세세,S85.50,"오금정맥의 손상, 찢김","Injury of popliteal vein, avulsion",S85.5
세세,S85.51,"오금정맥의 손상, 절단","Injury of popliteal vein, cut",S85.5
세세,S85.52,"오금정맥의 손상, 열상","Injury of popliteal vein, laceration",S85.5
세세,S85.56,"오금정맥의 손상, 외상성 파열","Injury of popliteal vein, traumatic rupture",S85.5
세세,S85.58,"오금정맥의 손상, 기타 및 상세불명의 손상","Injury of popliteal vein, other and unspecified injuries",S85.5
세세,S85.80,"아래다리 부위의 기타 혈관손상, 찢김","Injury of other blood vessels at lower leg level, avulsion",S85.8
세세,S85.81,"아래다리 부위의 기타 혈관손상, 절단","Injury of other blood vessels at lower leg level, cut",S85.8
세세,S85.82,"아래다리 부위의 기타 혈관손상, 열상","Injury of other blood vessels at lower leg level, laceration",S85.8
세세,S85.83,"아래다리 부위의 기타 혈관손상, 외상성 동맥류","Injury of other blood vessels at lower leg level, traumatic aneurysm",S85.8
세세,S85.84,"아래다리 부위의 기타 혈관손상, 외상성 (동정맥)누공","Injury of other blood vessels at lower leg level, traumatic fistula (arteriovenous)",S85.8
세세,S85.85,"아래다리 부위의 기타 혈관손상, 외상성 동맥혈종","Injury of other blood vessels at lower leg level, traumatic arterial haematoma",S85.8
세세,S85.86,"아래다리 부위의 기타 혈관손상, 외상성 파열","Injury of other blood vessels at lower leg level, traumatic rupture",S85.8
세세,S85.88,"아래다리 부위의 기타 혈관손상, 기타 및 상세불명의 손상","Injury of other blood vessels at lower leg level, other and unspecified injuries",S85.8
세세,S85.90,"아래다리 부위의 상세불명 혈관손상, 찢김","Injury of unspecified blood vessel at lower leg level, avulsion",S85.9
세세,S85.91,"아래다리 부위의 상세불명 혈관손상, 절단","Injury of unspecified blood vessel at lower leg level, cut",S85.9
세세,S85.92,"아래다리 부위의 상세불명 혈관손상, 열상","Injury of unspecified blood vessel at lower leg level, laceration",S85.9
세세,S85.93,"아래다리 부위의 상세불명 혈관손상, 외상성 동맥류","Injury of unspecified blood vessel at lower leg level, traumatic aneurysm",S85.9
세세,S85.94,"아래다리 부위의 상세불명 혈관손상, 외상성 (동정맥)누공","Injury of unspecified blood vessel at lower leg level, traumatic fistula (arteriovenous)",S85.9
세세,S85.95,"아래다리 부위의 상세불명 혈관손상, 외상성 동맥혈종","Injury of unspecified blood vessel at lower leg level, traumatic arterial haematoma",S85.9
세세,S85.96,"아래다리 부위의 상세불명 혈관손상, 외상성 파열","Injury of unspecified blood vessel at lower leg level, traumatic rupture",S85.9
세세,S85.98,"아래다리 부위의 상세불명 혈관손상, 기타 및 상세불명의 손상","Injury of unspecified blood vessel at lower leg level, other and unspecified injuries",S85.9
세세,S90.80,"발목 및 발의 기타 표재성 손상, 박리, 찰과상","Other superficial injuries of ankle and foot, abrasion",S90.8
세세,S90.81,"발목 및 발의 기타 표재성 손상, 수포","Other superficial injuries of ankle and foot, blister",S90.8
세세,S90.82,"발목 및 발의 기타 표재성 손상, 곤충물림(비독액성)","Other superficial injuries of ankle and foot, insect bite (nonvenomous)",S90.8
세세,S90.83,"발목 및 발의 기타 표재성 손상, 표재성 이물(파편)","Other superficial injuries of ankle and foot, superficial foreign body (splinter)",S90.8
세세,S90.88,"발목 및 발의 기타 표재성 손상, 기타 손상","Other superficial injuries of ankle and foot, other injury",S90.8
세세,S95.00,"발등동맥의 손상, 찢김","Injury of dorsal artery of foot, avulsion",S95.0
세세,S95.01,"발등동맥의 손상, 절단","Injury of dorsal artery of foot, cut",S95.0
세세,S95.02,"발등동맥의 손상, 열상","Injury of dorsal artery of foot, laceration",S95.0
세세,S95.03,"발등동맥의 손상, 외상성 동맥류","Injury of dorsal artery of foot, traumatic aneurysm",S95.0
세세,S95.04,"발등동맥의 손상, 외상성 (동정맥)누공","Injury of dorsal artery of foot, traumatic fistula (arteriovenous)",S95.0
세세,S95.05,"발등동맥의 손상, 외상성 동맥혈종","Injury of dorsal artery of foot, traumatic arterial haematoma",S95.0
세세,S95.06,"발등동맥의 손상, 외상성 파열","Injury of dorsal artery of foot, traumatic rupture",S95.0
세세,S95.08,"발등동맥의 손상, 기타 및 상세불명의 손상","Injury of dorsal artery of foot, other and unspecified injuries",S95.0
세세,S95.10,"발바닥동맥의 손상, 찢김","Injury of plantar artery of foot, avulsion",S95.1
세세,S95.11,"발바닥동맥의 손상, 절단","Injury of plantar artery of foot, cut",S95.1
세세,S95.12,"발바닥동맥의 손상, 열상","Injury of plantar artery of foot, laceration",S95.1
세세,S95.13,"발바닥동맥의 손상, 외상성 동맥류","Injury of plantar artery of foot, traumatic aneurysm",S95.1
세세,S95.14,"발바닥동맥의 손상, 외상성 (동정맥)누공","Injury of plantar artery of foot, traumatic fistula (arteriovenous)",S95.1
세세,S95.15,"발바닥동맥의 손상, 외상성 동맥혈종","Injury of plantar artery of foot, traumatic arterial haematoma",S95.1
세세,S95.16,"발바닥동맥의 손상, 외상성 파열","Injury of plantar artery of foot, traumatic rupture",S95.1
세세,S95.18,"발바닥동맥의 손상, 기타 및 상세불명의 손상","Injury of plantar artery of foot, other and unspecified injuries",S95.1
세세,S95.20,"발등정맥의 손상, 찢김","Injury of dorsal vein of foot, avulsion",S95.2
세세,S95.21,"발등정맥의 손상, 절단","Injury of dorsal vein of foot, cut",S95.2
세세,S95.22,"발등정맥의 손상, 열상","Injury of dorsal vein of foot, laceration",S95.2
세세,S95.26,"발등정맥의 손상, 외상성 파열","Injury of dorsal vein of foot, traumatic rupture",S95.2
세세,S95.28,"발등정맥의 손상, 기타 및 상세불명의 손상","Injury of dorsal vein of foot, other and unspecified injuries",S95.2
세세,S95.80,"발목 및 발 부위의 기타 혈관손상, 찢김","Injury of other blood vessels at ankle and foot level, avulsion",S95.8
세세,S95.81,"발목 및 발 부위의 기타 혈관손상, 절단","Injury of other blood vessels at ankle and foot level, cut",S95.8
세세,S95.82,"발목 및 발 부위의 기타 혈관손상, 열상","Injury of other blood vessels at ankle and foot level, laceration",S95.8
세세,S95.83,"발목 및 발 부위의 기타 혈관손상, 외상성 동맥류","Injury of other blood vessels at ankle and foot level, traumatic aneurysm",S95.8
세세,S95.84,"발목 및 발 부위의 기타 혈관손상, 외상성 (동정맥)누공","Injury of other blood vessels at ankle and foot level, traumatic fistula (arteriovenous)",S95.8
세세,S95.85,"발목 및 발 부위의 기타 혈관손상, 외상성 동맥혈종","Injury of other blood vessels at ankle and foot level, traumatic arterial haematoma",S95.8
세세,S95.86,"발목 및 발 부위의 기타 혈관손상, 외상성 파열","Injury of other blood vessels at ankle and foot level, traumatic rupture",S95.8
세세,S95.88,"발목 및 발 부위의 기타 혈관손상, 기타 및 상세불명의 손상","Injury of other blood vessels at ankle and foot level, other and unspecified injuries",S95.8
세세,S95.90,"발목 및 발 부위의 상세불명 혈관손상, 찢김","Injury of unspecified blood vessel at ankle and foot level, avulsion",S95.9
세세,S95.91,"발목 및 발 부위의 상세불명 혈관손상, 절단","Injury of unspecified blood vessel at ankle and foot level, cut",S95.9
세세,S95.92,"발목 및 발 부위의 상세불명 혈관손상, 열상","Injury of unspecified blood vessel at ankle and foot level, laceration",S95.9
세세,S95.93,"발목 및 발 부위의 상세불명 혈관손상, 외상성 동맥류","Injury of unspecified blood vessel at ankle and foot level, traumatic aneurysm",S95.9
세세,S95.94,"발목 및 발 부위의 상세불명 혈관손상, 외상성 (동정맥)누공","Injury of unspecified blood vessel at ankle and foot level, traumatic fistula (arteriovenous)",S95.9
세세,S95.95,"발목 및 발 부위의 상세불명 혈관손상, 외상성 동맥혈종","Injury of unspecified blood vessel at ankle and foot level, traumatic arterial haematoma",S95.9
세세,S95.96,"발목 및 발 부위의 상세불명 혈관손상, 외상성 파열","Injury of unspecified blood vessel at ankle and foot level, traumatic rupture",S95.9
세세,S95.98,"발목 및 발 부위의 상세불명 혈관손상, 기타 및 상세불명의 손상","Injury of unspecified blood vessel at ankle and foot level, other and unspecified injuries",S95.9
세세,T17.20,"인두의 이물, 위내용물","Foreign body in pharynx, gastric contents",T17.2
세세,T17.21,"인두의 이물, 음식물","Foreign body in pharynx, food",T17.2
세세,T17.28,"인두의 이물, 기타 이물","Foreign body in pharynx, other foreign object",T17.2
세세,T17.29,"인두의 이물, 상세불명의 이물","Foreign body in pharynx, unspecified foreign body",T17.2
세세,T17.30,"후두의 이물, 위 내용물","Foreign body in larynx, gastric contents",T17.3
세세,T17.31,"후두의 이물, 음식물","Foreign body in larynx, food",T17.3
세세,T17.38,"후두의 이물, 기타 이물","Foreign body in larynx, other foreign object",T17.3
세세,T17.39,"후두의 이물, 상세불명의 이물","Foreign body in larynx, unspecified foreign body",T17.3
세세,T17.40,"기관의 이물, 위 내용물","Foreign body in trachea, gastric contents",T17.4
세세,T17.41,"기관의 이물, 음식물","Foreign body in trachea, food",T17.4
세세,T17.48,"기관의 이물, 기타 이물","Foreign body in trachea, other foreign object",T17.4
세세,T17.49,"기관의 이물, 상세불명의 이물","Foreign body in trachea, unspecified foreign body",T17.4
세세,T17.50,"기관지의 이물, 위 내용물","Foreign body in bronchus, gastric contents",T17.5
세세,T17.51,"기관지의 이물, 음식물","Foreign body in bronchus, food",T17.5
세세,T17.58,"기관지의 이물, 기타 이물","Foreign body in bronchus, other foreign object",T17.5
세세,T17.59,"기관지의 이물, 상세불명의 이물","Foreign body in bronchus, unspecified foreign body",T17.5
세세,T17.80,"기도의 기타 및 여러 부분의 이물, 위내용물","Foreign body in other and multiple parts of respiratory tract, thumb (nail)",T17.8
세세,T17.81,"기도의 기타 및 여러 부분의 이물, 음식물","Foreign body in other and multiple parts of respiratory tract, single finger (nail), except thumb",T17.8
세세,T17.88,"기도의 기타 및 여러 부분의 이물, 기타 이물","Foreign body in other and multiple parts of respiratory tract, multiple fingers (nail), not including thumb",T17.8
세세,T17.89,"기도의 기타 및 여러 부분의 이물, 상세불명의 이물","Foreign body in other and multiple parts of respiratory tract, multiple fingers (nail), including thumb",T17.8
세세,T17.90,"기도의 상세불명 부분의 이물, 위내용물","Foreign body in respiratory tract, part unspecified, gastric contents",T17.9
세세,T17.91,"기도의 상세불명 부분의 이물, 음식물","Foreign body in respiratory tract, part unspecified, food",T17.9
세세,T17.98,"기도의 상세불명 부분의 이물, 기타 이물","Foreign body in respiratory tract, part unspecified, other foreign object",T17.9
세세,T17.99,"기도의 상세불명 부분의 이물, 상세불명의 이물","Foreign body in respiratory tract, part unspecified, unspecified foreign body",T17.9
세세,T31.00,신체표면의 10%미만을 침범한 화상 중 3도화상이 신체표면의 10% 미만 또는 상세불명인 경우,Burns involving less than 10％ of body surface with third-degree burns involving less than 10% or unspecified,T31.0
